NAME,COUNTY,ELEV_IN_M
Table Rock,Adams,172
Hebron,Boone,268
Cinnamon Lake,Ashland,385
Barstow,Ferry,430
Beryl Junction,Iron,1580
Hancock,Hillsborough,265
Greenwich,Fairfield,29
Petersburg,Boone,156
Gardners,Adams,263
Newcastle,Iron,1619
North Walpole,Cheshire,90
Old Greenwich,Fairfield,6
Laketon,Wabash,230
Torboy,Ferry,739
Idaville,Adams,245
Rabbit Hash,Boone,153
Summit,Iron,1824
Troy,Cheshire,309
Pemberwick,Fairfield,9
Somerset,Wabash,247
Boyds,Ferry,412
Bobtown,Greene,359
Verona,Boone,271
Ezel,Morgan,288
Walpole,Cheshire,122
Riverside,Fairfield,23
Oceola,Crawford,284
Weskan,Wallace,1174
Rosalia,Butler,463
Clarence,Erie,225
Laurier,Ferry,503
Brave,Greene,294
Sulphur Springs,Crawford,313
Southport,Fairfield,5
Catharine,Ellis,614
East Lexington,Rockbridge,287
Dakota Dunes,Union,333
Malo,Ferry,665
Crucible,Greene,328
McCutchenville,Wyandot,242
Wyoming,Washington,34
Munjor,Ellis,593
Monterey Park Tract,Stanislaus,28
Richland,Union,344
Nett Lake,Saint Louis,404
Mapletown,Greene,293
New Pittsburg,Wayne,346
Carolina,Washington,21
Lanham,Prince George's,43
Piqua,Woodson,313
Crystal Beach,Ontario,213
Ball Club,Itasca,397
Mather,Greene,292
Sterling,Wayne,295
Misquamicut,Washington,1
Oxon Hill,Prince George's,57
Heathsville,Northumberland,30
Honeoye,Ontario,248
Inger,Itasca,406
New Freeport,Greene,324
North Lawrence,Stark,315
Quonochontaug,Washington,5
Ellicott,El Paso,1835
Hanover,Hanover,33
Keuka Park,Yates,236
Malone,Grays Harbor,17
Rogersville,Greene,304
Richville,Stark,323
Watch Hill,Washington,11
Maurertown,Shenandoah,236
Palmyra,Fluvanna,92
Cheshire,Berkshire,301
West Waynesburg,Greene,300
Freetown,Jackson,198
Robertsville,Stark,331
Weekapaug,Washington,14
Whipholt,Cass,403
Cecilia,Hardin,215
Deerfield,Franklin,52
Wind Ridge,Greene,436
Vallonia,Jackson,163
Martins Creek,Northampton,84
Geyser,Judith Basin,1276
High Bridge,Jessamine,232
Lake Winola,Wyoming,349
Devens,Worcester,81
Mount Morris,Greene,287
Reinerton,Schuylkill,254
Zeba,Baraga,224
Grizzly Flats,El Dorado,1179
Boston,Nelson,140
Noxen,Wyoming,300
Dry Tavern,Greene,306
East Rochester,Columbiana,333
Brookfield,Worcester,219
Tahoma,El Dorado,1911
Chinchilla,Lackawanna,355
Hopland,Mendocino,153
Homeworth,Columbiana,348
Petersham,Worcester,330
Bentonville,Adams,279
Simpson,Lackawanna,347
Leggett,Mendocino,300
Lake Tomahawk,Columbiana,313
Washburn,Black Hawk,254
Waverly,Lackawanna,390
Little River,Mendocino,20
Negley,Columbiana,261
Apple Mountain Lake,Warren,295
Campbell,Steuben,309
Mountain Lodge,Orange,239
Manchester,Mendocino,26
Skyland Estates,Warren,502
Robinson,Indiana,334
Coopers Plains,Steuben,300
Philo,Mendocino,101
Lake Holiday,La Salle,204
Shenandoah Shores,Warren,168
Prattsburgh,Steuben,446
Shenandoah Farms,Warren,160
Chautauqua,Chautauqua,415
Kanauga,Gallia,174
Sunset Bay,Chautauqua,176
Oakley,Macon,209
Webster,Wayne,323
Wheeler,Cheyenne,1062
Beardsley,Rawlins,975
Blakeman,Rawlins,884
Ludell,Rawlins,848
Montrose,Jewell,501
Ionia,Jewell,469
Lovewell,Jewell,475
Northbranch,Jewell,571
Claudell,Smith,506
Harlan,Smith,483
Kackley,Republic,460
Norway,Republic,430
Wayne,Republic,424
Traer,Decatur,798
Cedar Bluffs,Decatur,780
Leoville,Decatur,839
Dellvale,Norton,713
Reager,Norton,768
Holliston,Middlesex,59
New Almelo,Norton,732
North Reading,Middlesex,29
Densmore,Norton,633
Sherborn,Middlesex,62
Woodruff,Phillips,610
Stow,Middlesex,71
Sudbury,Middlesex,56
Herkimer,Marshall,381
Tewksbury,Middlesex,37
Marietta,Marshall,362
Wayland,Middlesex,36
Winifred,Marshall,369
Westford,Middlesex,121
Padonia,Brown,284
Weston,Middlesex,55
Saint Benedict,Nemaha,349
Ashland,Middlesex,55
Kelly,Nemaha,369
Bedford,Middlesex,41
Iowa Point,Doniphan,262
Fanning,Doniphan,270
Carlisle,Middlesex,61
Doniphan,Doniphan,262
Concord,Middlesex,39
Bridgeton,Parke,172
Lincoln,Middlesex,77
Catlin,Parke,167
Littleton,Middlesex,69
Judson,Parke,185
Natick,Middlesex,53
Hollandsburg,Parke,226
Still River,Worcester,128
Maxwell,Hancock,278
Fayville,Worcester,95
Castleton,Marion,247
Southville,Worcester,81
West Upton,Worcester,94
Highwoods,Marion,235
Edgar,Edgar,198
Ashburnham,Worcester,309
Grandview,Edgar,227
Bolton,Worcester,115
Oliver,Edgar,192
Charlton,Worcester,271
Dudley,Worcester,206
Literberry,Morgan,184
Holden,Worcester,249
Putnamville,Putnam,206
Hubbardston,Worcester,299
Rockport,Pike,150
Lancaster,Worcester,92
New Hartford,Pike,238
Mendon,Worcester,113
Alpine,Fayette,231
Millbury,Worcester,122
Alquina,Fayette,315
Millville,Worcester,67
Mays,Rush,308
Northbridge,Worcester,82
New Salem,Rush,314
Bridgeport,Washington,168
Oakham,Worcester,329
Bay View,Cecil,116
Princeton,Worcester,348
Fair Hill,Cecil,118
Southborough,Worcester,90
Liberty Grove,Cecil,52
Uxbridge,Worcester,74
Elk Neck,Cecil,57
West Boylston,Worcester,154
Cherry Hill,Cecil,71
Westminster,Worcester,325
Craigtown,Cecil,119
Auburn,Worcester,186
Elk Mills,Cecil,44
Berlin,Worcester,98
Blackstone,Worcester,56
Providence,Cecil,62
Douglas,Worcester,177
Woodlawn,Cecil,142
Grafton,Worcester,145
Zion,Cecil,119
Hardwick,Worcester,269
White Crystal Beach,Cecil,9
Harvard,Worcester,124
Abingdon,Harford,50
Leicester,Worcester,298
Creswell,Harford,76
New Braintree,Worcester,297
Federal Hill,Harford,183
Paxton,Worcester,345
Forest Hill,Harford,166
Phillipston,Worcester,354
Fountain Green,Harford,105
Upper Crossroads,Harford,177
Royalston,Worcester,310
Ady,Harford,144
Shrewsbury,Worcester,198
Putnam,Harford,169
Sterling,Worcester,153
Belcamp,Harford,6
Sutton,Worcester,212
Blackhorse,Harford,221
Templeton,Worcester,347
Cardiff,Harford,143
Key West,Dubuque,250
Carsins,Harford,80
King,Dubuque,338
Churchville,Harford,126
Sand Springs,Delaware,280
Emmorton,Harford,95
Lanyon,Webster,357
Hess,Harford,131
Tara,Webster,348
Hickory,Harford,145
Finchford,Black Hawk,269
Joppa,Harford,45
Voorhies,Black Hawk,304
Level,Harford,125
Luton,Woodbury,329
Madonna,Harford,228
Knoke,Calhoun,375
Magnolia,Harford,14
Mountain,Harford,110
Rands,Calhoun,360
Shawsville,Harford,198
Sherwood,Calhoun,374
Webster,Harford,131
Gifford,Hardin,288
Dublin,Harford,138
Easthampton,Hampshire,49
Glen Arm,Baltimore,102
Chesterfield,Hampshire,433
Sweet Air,Baltimore,189
Cummington,Hampshire,309
Baldwin,Baltimore,113
Hadley,Hampshire,39
Chase,Baltimore,6
Middlefield,Hampshire,510
Fork,Baltimore,130
Pelham,Hampshire,345
Granite,Baltimore,140
Plainfield,Hampshire,485
Harrisonville,Baltimore,199
Hebbville,Baltimore,154
Southampton,Hampshire,71
South Hadley,Hampshire,75
Hereford,Baltimore,202
Westhampton,Hampshire,188
Jacksonville,Baltimore,178
Williamsburg,Hampshire,160
Manor,Baltimore,172
Goshen,Hampshire,440
Milford,Baltimore,128
Florence,Stephenson,262
Monkton,Baltimore,97
Harlem,Winnebago,230
Riderwood,Baltimore,75
Latham Park,Winnebago,230
North Park,Winnebago,224
Seward,Winnebago,272
Eastwood Manor,McHenry,233
Hartland,McHenry,281
Lawrence,McHenry,276
Lilymoor,McHenry,232
Ridgefield,McHenry,286
Diamond Lake,Lake,235
Half Day,Lake,199
Horatio Gardens,Lake,202
Ivanhoe,Lake,258
Klondike,Lake,236
Lotus Woods,Lake,241
Millburn,Lake,228
Prairie View,Lake,212
Rondout,Lake,207
Russell,Lake,212
Tower Lake,Lake,239
Wedges Corner,Lake,237
Wildwood,Lake,247
Ashton,Montgomery,152
Williams Park,Lake,229
Boyds,Montgomery,128
Rockdale,Baltimore,158
Wilson,Lake,233
Dickerson,Montgomery,103
Shawan,Baltimore,133
Norbeck,Montgomery,152
Shepperd,Baltimore,199
Fulton,Jackson,217
Sunnybrook,Baltimore,172
Canton,Jackson,223
Sandy Spring,Montgomery,149
White Hall,Baltimore,109
Hurstville,Jackson,202
Seneca,Montgomery,59
Halethorpe,Baltimore,36
Otter Creek,Jackson,311
Oakland,Carroll,133
Sunshine,Montgomery,158
Caryville,Norfolk,60
Brinklow,Montgomery,140
Bengal,Shelby,225
Comus,Montgomery,180
Franklin,Norfolk,92
Mount Auburn,Shelby,250
North Bellingham,Norfolk,67
Brighton,Montgomery,148
Pleasant View,Shelby,248
West Medway,Norfolk,54
Cedar Grove,Montgomery,211
Flat Rock,Shelby,210
Clicquot,Norfolk,45
Dawsonville,Montgomery,93
Loxa,Coles,205
Glenridge,Norfolk,75
Goshen,Montgomery,124
Harding,Norfolk,51
Rardin,Coles,204
Norwood,Montgomery,129
Highland Lake,Norfolk,54
Huscher,Cloud,447
Woodfield,Montgomery,183
Rice,Cloud,407
Rockville,Norfolk,43
Saint Joseph,Cloud,419
Beallsville,Montgomery,160
Birmingham,Jackson,342
South Walpole,Norfolk,68
Trevlac,Brown,195
Farmington,Atchison,314
East Walpole,Norfolk,39
Rexville,Ripley,280
Arrington,Atchison,289
Cross Plains,Ripley,293
Islington,Norfolk,54
Potter,Atchison,295
Brookville,Norfolk,49
Guilford,Dearborn,152
Homestead,Dearborn,162
North Cohasset,Norfolk,21
Cummings,Atchison,302
Wells,Ottawa,417
Lakewood,Shelby,191
Beechwood,Norfolk,22
Verdi,Ottawa,366
Trowbridge,Shelby,196
Black Rock,Norfolk,14
Niles,Ottawa,365
Amity,Johnson,210
Avon,Norfolk,65
Wye Mills,Queen Anne's,6
Cohasset,Norfolk,5
Eminence,Morgan,241
Bryantown,Queen Anne's,4
Millis,Norfolk,52
Burnett,Vigo,162
Norfolk,Norfolk,64
Carmichael,Queen Anne's,19
Lewis,Vigo,186
Plainville,Norfolk,72
Dominion,Queen Anne's,3
Libertyville,Vigo,187
Ingleside,Queen Anne's,18
Stoughton,Norfolk,71
Pimento,Vigo,183
Mattapex,Queen Anne's,5
Westwood,Norfolk,70
Normans,Queen Anne's,5
Cory,Clay,192
Howesville,Clay,167
Wrentham,Norfolk,77
Price,Queen Anne's,20
Codell,Rooks,605
Canton,Norfolk,35
Roberts,Queen Anne's,23
Romancoke,Queen Anne's,2
Medway,Norfolk,60
Edson,Sherman,1087
Agawam,Hampden,26
Covert,Osborne,537
Ruthsburg,Queen Anne's,20
Starr,Queen Anne's,24
Bloomington,Osborne,485
Bondsville,Hampden,105
Bucktown,Sullivan,181
Seguin,Sheridan,871
East Longmeadow,Hampden,69
Tasco,Sheridan,767
Fairbanks,Sullivan,168
Granville,Hampden,207
Studley,Sheridan,734
Graysville,Sullivan,173
Hampden,Hampden,95
Angelus,Sheridan,893
Ludlow,Hampden,75
Arundel Village,Anne Arundel,43
Monson,Hampden,131
Idana,Clay,384
Bay Ridge,Anne Arundel,9
Bayside Beach,Anne Arundel,3
Broughton,Clay,361
Montgomery,Hampden,317
Southwick,Hampden,74
Beverly Beach,Anne Arundel,3
Saint Peter,Graham,760
Nicodemus,Graham,616
Birdsville,Anne Arundel,39
Brimfield,Hampden,203
Bala,Riley,391
Davidsonville,Anne Arundel,54
Keats,Riley,345
Wales,Hampden,284
Bristol,Anne Arundel,49
Laclede,Pottawatomie,320
Accord,Plymouth,50
Carrollton Manor,Anne Arundel,24
Duluth,Pottawatomie,377
Liberty Plain,Plymouth,42
Cedarhurst,Anne Arundel,2
Fostoria,Pottawatomie,449
Churchton,Anne Arundel,2
North Abington,Plymouth,41
Andersonville,Franklin,321
West Hanover,Plymouth,24
Fairhaven,Anne Arundel,2
Bath,Franklin,308
Assinippi,Plymouth,39
Furnace Branch,Anne Arundel,6
Buena Vista,Franklin,304
Gibson Island,Anne Arundel,8
Egypt,Plymouth,18
Mixersville,Franklin,304
Greenbush,Plymouth,4
Harmans,Anne Arundel,41
Minot,Plymouth,3
Harwood,Anne Arundel,53
Raymond,Franklin,311
Jacobsville,Anne Arundel,31
Rockdale,Franklin,204
North Hanover,Plymouth,34
Leitch,Anne Arundel,7
North Marshfield,Plymouth,40
Saint Peter,Franklin,294
Millersville,Anne Arundel,47
Hanover Center,Plymouth,34
Scipio,Franklin,257
Mount Zion,Anne Arundel,51
Standish,Plymouth,30
Sharptown,Franklin,308
Orchard Beach,Anne Arundel,12
Brant Rock,Plymouth,2
Pinehurst,Anne Arundel,7
Green Harbor,Plymouth,0
Cataract,Owen,235
Humarock,Plymouth,3
Rose Haven,Anne Arundel,3
Coal City,Owen,199
Skidmore,Anne Arundel,6
Kent Park,Plymouth,3
Marshfield Center,Plymouth,23
Tracys Landing,Anne Arundel,32
Freedom,Owen,164
Ash Grove,Lincoln,456
Patricksburg,Owen,218
Ocean Bluff,Plymouth,9
Rexhame,Plymouth,15
Quincy,Owen,225
Denmark,Lincoln,430
Vesper,Lincoln,425
Whitehall,Owen,210
Shore Acres,Plymouth,8
Adams,Decatur,270
Lincoln,Lincoln,432
White Horse Beach,Plymouth,5
Burney,Decatur,252
Westfall,Lincoln,432
Carver,Plymouth,30
Grove,Shawnee,286
East Bridgewater,Plymouth,24
Letts,Decatur,273
Sardinia,Decatur,231
Richland,Shawnee,285
Halifax,Plymouth,21
Hanover,Plymouth,15
Elmont,Shawnee,298
Rock Creek,Jefferson,335
Lakeville,Plymouth,26
Williamstown,Jefferson,259
Tecumseh,Shawnee,278
Marion,Plymouth,5
Dover,Shawnee,309
Lowemont,Leavenworth,338
Norwell,Plymouth,24
Pauline,Shawnee,313
Fairmount,Leavenworth,299
Pembroke,Plymouth,27
Reno,Leavenworth,259
La Clede,Fayette,174
Harrington,Washington,8
Rochester,Plymouth,9
Meppen,Calhoun,139
Jonesboro,Washington,6
Rockland,Plymouth,49
Saint James,Fayette,184
Golden Eagle,Calhoun,205
Shobonier,Fayette,157
Wareham,Plymouth,6
Jonesport,Washington,1
Esmond,DeKalb,251
West Bridgewater,Plymouth,19
Vera,Fayette,170
Chesterville,Kent,16
Bluff City,Fayette,157
Coleman,Kent,24
Whitman,Plymouth,32
Mattapoisett,Plymouth,2
Melitota,Kent,15
Wabaunsee,Wabaunsee,314
Machiasport,Washington,9
Plympton,Plymouth,33
Langford,Kent,20
Volland,Wabaunsee,362
Plato Center,Kane,281
Crosby,Kent,7
Piper,Wyandotte,298
Toddville,Linn,240
Marshfield,Washington,6
Viola,Linn,273
Kentmore Park,Kent,12
Wolcott,Wyandotte,232
Locust Grove,Kent,23
Paris,Linn,261
Pomeroy,Wyandotte,232
South Westport,Bristol,18
Lovett,Jennings,214
Freedom,Waldo,141
Lynch,Kent,23
Buckingham,Tama,275
Paris Crossing,Jennings,190
Amber,Jones,313
Morgnec,Kent,19
Meddybemps,Washington,54
South Dartmouth,Bristol,22
Islesboro,Waldo,13
Newtown,Kent,12
Trimble,Crawford,150
Langworthy,Jones,262
Pomona,Kent,6
Boyer,Crawford,379
Koleen,Greene,161
Milbridge,Washington,10
Dighton,Bristol,4
Midland,Greene,200
Jordan,Boone,338
Jackson,Waldo,118
Chilmark,Dukes,25
Sandy Bottom,Kent,9
Still Pond,Kent,23
Moingona,Boone,280
Richwood,Boone,283
Northfield,Washington,77
Fairhaven,Bristol,3
West Tisbury,Dukes,11
Liberty,Waldo,116
Farlin,Greene,327
Tolchester Beach,Kent,1
Hopeful Heights,Boone,275
Cooper,Greene,329
Beaverlick,Boone,229
Hazel Dell,Cumberland,183
Fernald,Story,316
Frankville,Winneshiek,373
Bullittsville,Boone,235
Clarksville,Howard,147
Pembroke,Washington,8
Mansfield,Bristol,52
Edgartown,Dukes,3
Lincolnville,Waldo,7
Dayton,Howard,176
Devon,Boone,289
Shipley,Story,293
Stringtown,Boone,152
Haldane,Ogle,277
Guilford,Howard,119
Bluffton,Winneshiek,298
Jonestown,Howard,155
Perry,Washington,3
Monroe,Waldo,69
Kings,Ogle,270
Taylorsport,Boone,149
Raynham,Bristol,24
Oak Bluffs,Dukes,3
Lindenwood,Ogle,235
Idlewild,Boone,202
Pine Orchard,Howard,129
Woosung,Ogle,251
Bethlehem,Caroline,14
Simpsonville,Howard,124
Alto,Kent,248
Waterloo,Howard,70
Hastings,Cook,188
Princeton,Washington,65
Harmony,Caroline,14
Morrill,Waldo,73
Evans,Mahaska,223
Seekonk,Bristol,12
Woodstock,Howard,97
Bridgetown,Caroline,15
Hazel Green,Cook,181
Clear Creek,Monroe,200
Carmel,Sioux,439
Robbinston,Washington,20
Sunny Crest,Cook,214
Northport,Waldo,49
Smithville,Monroe,223
Lacey,Mahaska,258
Berkley,Bristol,24
Azalia,Bartholomew,182
Holbrook,Cook,191
Gaza,O'Brien,456
Roque Bluffs,Washington,16
Prospect,Waldo,29
Wright,Mahaska,257
Easton,Bristol,36
Searsmont,Waldo,70
Germantown,O'Brien,435
Steuben,Washington,13
Attica,Marion,280
Topsfield,Washington,148
Moneta,O'Brien,441
Stockton Springs,Waldo,41
Norton,Bristol,32
Columbia,Marion,289
Vanceboro,Washington,124
Stilson,Hancock,367
Rehoboth,Bristol,12
Otley,Marion,271
Swanville,Waldo,61
Waite,Washington,115
Thorndike,Waldo,80
Swansea,Bristol,10
Tracy,Marion,236
Langdon,Clay,417
Troy,Waldo,142
Cotuit,Barnstable,4
Wesley,Washington,150
Gilliatt,Pottawattamie,346
Jerico,Chickasaw,348
Waldo,Waldo,80
Lyman,Cass,392
Littleport,Clayton,217
South China,Kennebec,68
Whiting,Washington,15
Marstons Mills,Barnstable,13
Seney,Plymouth,379
Albion,Kennebec,92
Whitneyville,Washington,18
Osterville,Barnstable,12
Arbor Hill,Adair,344
Ware,Pocahontas,393
Belgrade,Kennebec,76
Oquossoc,Franklin,466
Barnstable,Barnstable,12
Tyner,Marshall,242
Faulkner,Franklin,339
Benton,Kennebec,30
Salem,Franklin,259
Centerville,Barnstable,14
Grovertown,Starke,222
Kesley,Butler,305
Chelsea,Kennebec,55
Stratton,Franklin,353
West Barnstable,Barnstable,16
Wyman,Louisa,221
Packard,Butler,290
China,Kennebec,70
Carrabassett,Franklin,254
North Truro,Barnstable,17
Laud,Whitley,263
Lowelltown,Franklin,487
Bremer,Bremer,314
Fayette,Kennebec,103
Gifford,Jasper,209
Harwich,Barnstable,18
Manchester,Kennebec,66
Avon,Franklin,145
Ballardvale,Essex,31
Fair Oaks,Jasper,214
Methuen,Essex,37
Mashpee,Barnstable,21
Monmouth,Kennebec,83
Carthage,Franklin,140
Kniman,Jasper,211
Shawsheen Village,Essex,13
Truro,Barnstable,1
Mount Vernon,Kennebec,107
Chesterville,Franklin,116
Aboite,Allen,231
Palermo,Kennebec,111
Eustis,Franklin,359
Arcola,Allen,257
West Boxford,Essex,42
Wellfleet,Barnstable,7
Manchester-by-the-Sea,Essex,4
Yarmouth,Barnstable,9
Pittston,Kennebec,25
Jay,Franklin,112
Yoder,Allen,247
Hyannis,Barnstable,11
Readfield,Kennebec,86
Kingfield,Franklin,171
West Jersey,Stark,211
Pigeon Cove,Essex,36
Delong,Fulton,225
Groveland,Essex,14
Eastham,Barnstable,13
Rome,Kennebec,90
New Sharon,Franklin,111
Grass Creek,Fulton,235
New Vineyard,Franklin,187
Folletts,Clinton,184
Sidney,Kennebec,52
Merrimac,Essex,31
Denham,Pulaski,216
Phillips,Franklin,173
Teeds Grove,Clinton,211
Vassalboro,Kennebec,53
Middleton,Essex,30
Glasgow,Jefferson,229
Cloverdale,DuPage,234
Rangeley,Franklin,469
Vienna,Kennebec,116
North Andover,Essex,30
Abingdon,Jefferson,236
Highland Hills,DuPage,227
Strong,Franklin,155
Wayne,Kennebec,92
West Newbury,Essex,38
Linby,Jefferson,248
Keeneyville,DuPage,235
Temple,Franklin,165
Windsor,Kennebec,90
Georgetown,Essex,28
Alabaster,Iosco,180
Lakewood,DuPage,239
Weld,Franklin,231
Swedesburg,Henry,223
Hamilton,Essex,20
Greene,Androscoggin,95
Medinah,DuPage,223
Trenton,Henry,223
Bryant Pond,Oxford,214
Wenham,Essex,19
Jamison,Clarke,294
Leeds,Androscoggin,92
North Glen Ellyn,DuPage,225
Kezar Falls,Oxford,116
New Ashford,Berkshire,388
Avery,Monroe,276
Wilsons Mills,Oxford,395
Lisbon,Androscoggin,55
Valley View,DuPage,231
North Waterford,Oxford,190
Hiteman,Monroe,237
Livermore,Androscoggin,125
York Center,DuPage,220
Alford,Berkshire,264
Andover,Oxford,214
Strahan,Mills,347
Minot,Androscoggin,80
Yorkfield,DuPage,200
Hinsdale,Berkshire,436
Bethel,Oxford,221
Stennett,Montgomery,348
Poland,Androscoggin,101
Massillon,Cedar,222
Lanesborough,Berkshire,344
Brownfield,Oxford,129
Brooks,Adams,347
Sabattus,Androscoggin,74
Sunbury,Cedar,236
Turner,Androscoggin,97
Carl,Adams,403
Buckfield,Oxford,109
Monterey,Berkshire,388
Fenton,Whiteside,189
Byron,Oxford,271
New Marlborough,Berkshire,413
Port Clyde,Knox,18
Yarmouth,Des Moines,246
Eldena,Lee,244
Appleton,Knox,49
Gulfport,Henderson,159
Canton,Oxford,121
Stockbridge,Berkshire,252
Lee Center,Lee,242
Servia,Wabash,248
Cushing,Knox,13
Washington,Berkshire,433
Denmark,Oxford,161
Urbana,Wabash,243
Friendship,Knox,37
Scarboro,Lee,248
Gilead,Oxford,216
West Stockbridge,Berkshire,284
Goodwine,Iroquois,201
Hope,Knox,108
Koszta,Iowa,231
Becket,Berkshire,366
Greenwood,Oxford,208
Botna,Shelby,399
Pittwood,Iroquois,196
North Haven,Knox,10
Hanover,Oxford,194
Dalton,Berkshire,348
Ewart,Poweshiek,296
Stockland,Iroquois,210
Owls Head,Knox,23
Hartford,Oxford,139
Florida,Berkshire,573
Berwick,Polk,259
Woodworth,Iroquois,204
Rockport,Knox,18
Hebron,Oxford,174
Hancock,Berkshire,309
Hiram,Oxford,110
Otis,Berkshire,373
Ira,Jasper,261
Bippus,Huntington,260
Saint George,Knox,33
Killduff,Jasper,281
Majenica,Huntington,253
South Thomaston,Knox,9
Lovell,Oxford,129
Peru,Berkshire,625
Union,Knox,28
Newry,Oxford,195
Richmond,Berkshire,325
Monteith,Guthrie,323
Mossville,Peoria,142
Morse,Johnson,232
Domestic,Wells,263
Vinalhaven,Knox,3
Paris,Oxford,247
Sandisfield,Berkshire,473
Peru,Oxford,124
Savoy,Berkshire,527
Illinois City,Rock Island,233
Tocsin,Wells,254
Warren,Knox,14
Lee,White,205
Washington,Knox,91
Porter,Oxford,125
Sheffield,Berkshire,203
Joslin,Rock Island,177
Tyringham,Berkshire,275
Alna,Lincoln,15
Roxbury,Oxford,220
Metea,Cass,239
Gambrill,Scott,190
Stow,Oxford,131
Young America,Cass,234
Windsor,Berkshire,622
Boothbay,Lincoln,36
Crumstown,Saint Joseph,217
Bremen,Lincoln,23
Sumner,Oxford,146
Bingham,Page,336
Buckland,Franklin,210
Lydick,Saint Joseph,225
Siam,Taylor,365
Bristol,Lincoln,23
Sweden,Oxford,212
Colrain,Franklin,187
Stillwell,LaPorte,224
Selma,Van Buren,188
Upton,Oxford,530
Conway,Franklin,176
Damariscotta,Lincoln,15
Waterford,LaPorte,196
Belknap,Davis,262
West Paris,Oxford,151
Erving,Franklin,149
Edgecomb,Lincoln,45
Wellsboro,LaPorte,229
Stiles,Davis,260
Ashville,Hancock,27
LaPorte,LaPorte,247
Gill,Franklin,80
Jefferson,Lincoln,23
Troy,Davis,244
Atlantic,Hancock,15
Metz,Steuben,300
Heath,Franklin,510
Nobleboro,Lincoln,57
Mark,Davis,282
Leverett,Franklin,138
Somerville,Lincoln,63
Pleasant Lake,Steuben,298
Bass Harbor,Hancock,7
Green Lake,Hancock,50
Emma,LaGrange,271
Leyden,Franklin,292
South Bristol,Lincoln,9
Sewal,Wayne,338
Iconium,Appanoose,303
Southport,Lincoln,17
Somesville,Hancock,4
Montague,Franklin,69
Stroh,LaGrange,286
Argyle,Lee,207
New Salem,Franklin,316
Goodenow,Will,225
Whitefield,Lincoln,30
Amherst,Hancock,85
Charleston,Lee,214
Aurora,Hancock,101
Goodings Grove,Will,231
Cape Elizabeth,Cumberland,6
Rowe,Franklin,412
Summitville,Lee,205
Harrison,Cumberland,88
Shelburne,Franklin,179
Brooklin,Hancock,38
Idylside,Will,194
Wever,Lee,173
Lily Cache,Will,183
Sunderland,Franklin,42
Brooksville,Hancock,10
New Gloucester,Cumberland,102
Holder,McLean,256
Lincoln Estates,Will,222
Cranberry Isles,Hancock,4
Warwick,Franklin,291
Raymond,Cumberland,84
Merna,McLean,247
Wendell,Franklin,356
Arrowsic,Sagadahoc,12
Marley,Will,211
Dedham,Hancock,24
Georgetown,Sagadahoc,5
Ashfield,Franklin,378
Osman,McLean,228
Ridgewood,Will,203
Deer Isle,Hancock,13
Phippsburg,Sagadahoc,15
Bernardston,Franklin,109
Burrows,Carroll,212
Wilton Center,Will,202
Eastbrook,Hancock,51
Woolwich,Sagadahoc,17
Rockfield,Carroll,213
Charlemont,Franklin,179
Franklin,Hancock,18
Ainsworth,Lake,201
Bar Mills,York,44
Summum,Fulton,191
Hawley,Franklin,534
Frenchboro,Hancock,13
Green Acres,Lake,200
Acton,York,218
Shutesbury,Franklin,375
Fandon,McDonough,204
Gouldsboro,Hancock,25
Independence Hill,Lake,206
Forge Village,Middlesex,59
Millgrove,Blackford,286
